timestamp,page_name,url,performance_score,fcp,lcp,cls,fid,speed_index,total_blocking_time,performance_grade
2025-06-27 14:57:44,首页,https://my.nikon.com.cn,21.0,16348.936239999999,66505.82863370975,0.37311145012318303,223,22252.959427610658,641.0,差
2025-06-27 14:58:18,照片页面,https://my.nikon.com.cn/post/photo,16.0,16469.56635,47433.844125,0.6698418447861171,204,17128.493662643592,633.0,差
2025-06-27 14:58:48,学习讨论页面,https://my.nikon.com.cn/article,48.0,16386.250700000004,35338.09795000001,0.10206561360874848,190,17624.763169960457,239.5,差
2025-06-27 14:59:05,摄影圈页面,https://my.nikon.com.cn/circle,44.0,16224.269709999999,34508.797370000015,0.0,281,16224.269709999999,454.0,差
2025-06-27 15:00:06,直营店画廊页面,https://my.nikon.com.cn/more/onlinegallery,48.0,16150.525320000004,31677.638469999983,0.06068223939384793,239,16150.525320000004,290.0,差
